textgrid.file	word.idx.in.tg	word.ortho	word.ipa	word.start.in.tg	word.end.in.tg	phone.idx.in.wd	phone.ipa	phone.start.in.tg	phone.end.in.tg	postprobframe.idx.in.phone	postprobframe.start.in.tg	postprobframe.end.in.tg	phoneme.postprob	long.actual	long.postprob
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	2	1.25	1.26	s	0	0.007995942
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	3	1.26	1.27	b	0	0.0015496757
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	4	1.27	1.28	b	0	0.0005869754
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	5	1.28	1.29	b	0	0.00053339405
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	6	1.29	1.3	b	0	0.00027329716
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	7	1.3	1.31	b	0	0.002428495
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	8	1.31	1.32	b	0	0.24201511
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	9	1.32	1.33	b	0	0.7625725
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	0	1.33	1.34	aː	1	0.95148945
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	1	1.34	1.35	aː	1	0.97777313
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	2	1.35	1.36	aː	1	0.98159146
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	3	1.36	1.37	aː	1	0.98062676
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	4	1.37	1.3800000000000001	aː	1	0.9807974
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	5	1.3800000000000001	1.3900000000000001	aː	1	0.9790206
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	6	1.3900000000000001	1.4000000000000001	aː	1	0.97938913
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	7	1.4000000000000001	1.4100000000000001	aː	1	0.97951585
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	8	1.41	1.42	aː	1	0.96447355
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	9	1.42	1.43	aː	1	0.83529824
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	0	1.43	1.44	n	0	0.48671865
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	1	1.44	1.45	n	0	0.03442398
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	2	1.45	1.46	n	0	0.014165212
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	3	1.46	1.47	n	0	0.020444393
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	4	1.47	1.48	n	0	0.02346942
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	5	1.48	1.49	n	0	0.03515846
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	6	1.49	1.5	n	0	0.05905751
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	3	ə	1.5	1.51	0	1.5	1.51	n	0	0.10717784
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	0	1.51	1.52	u	0	0.13427286
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	1	1.52	1.53	u	0	0.2376996
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	2	1.53	1.54	u	0	0.36363542
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	3	1.54	1.55	u	0	0.49820668
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	4	1.55	1.56	u	0	0.43691212
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	5	1.56	1.57	u	0	0.27838627
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	6	1.57	1.58	ɱ	0	0.26979434
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	7	1.58	1.59	ɱ	0	0.41971582
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	0	1.59	1.6	ɱ	1	0.6103281
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	1	1.6	1.61	ɱ	1	0.79927874
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	2	1.61	1.62	j	1	0.8068143
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	3	1.62	1.6300000000000001	j	1	0.8275341
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	4	1.6300000000000001	1.6400000000000001	j	1	0.8523603
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	5	1.6400000000000001	1.6500000000000001	j	1	0.8742285
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	6	1.6500000000000001	1.6600000000000001	j	1	0.89060336
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	7	1.6600000000000001	1.6700000000000002	j	1	0.91491145
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	8	1.67	1.68	aː	1	0.93720585
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	9	1.68	1.69	aː	1	0.9437978
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	10	1.69	1.7	aː	1	0.9379849
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	11	1.7	1.71	aː	1	0.930651
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	0	1.71	1.72	l	0	0.80565137
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	1	1.72	1.73	l	0	0.4457453
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	2	1.73	1.74	l	0	0.16204196
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	3	1.74	1.75	l	0	0.10249163
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	4	1.75	1.76	l	0	0.082578994
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	5	1.76	1.77	l	0	0.02818604
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	6	1.77	1.78	l	0	0.03534934
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	0	1.78	1.79	l	0	0.29247266
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	1	1.79	1.8	j	0	0.6877747
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	2	1.8	1.81	j	0	0.8229089
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	3	1.81	1.82	j	0	0.8212779
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	4	1.82	1.83	j	0	0.7766561
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	5	1.83	1.84	j	0	0.68416595
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	6	1.84	1.85	j	0	0.67316884
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	7	1.85	1.86	ə	0	0.61850274
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	8	1.86	1.87	ə	0	0.50599194
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	0	1.87	1.8800000000000001	k	0	0.18880811
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	1	1.8800000000000001	1.8900000000000001	k	0	0.036754906
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	2	1.8900000000000001	1.9000000000000001	k	0	0.008114962
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	3	1.9000000000000001	1.9100000000000001	k	0	0.0034764854
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	4	1.9100000000000001	1.9200000000000002	k	0	0.0017548125
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	5	1.92	1.93	k	0	0.0008389493
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	6	1.93	1.94	k	0	0.001808301
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	7	1.94	1.95	k	0	0.0016375327
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	8	1.95	1.96	k	0	0.0010881117
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	9	1.96	1.97	k	0	0.004099491
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	0	1.97	1.98	k	0	0.08966438
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	1	1.98	1.99	ə	0	0.30186918
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	2	1.99	2.0	ə	0	0.26049617
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	3	2.0	2.01	ɳ	0	0.66088164
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	4	2.0100000000000002	2.02	ɳ	0	0.89405924
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	5	2.02	2.03	ɳ	0	0.8693629
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	6	2.0300000000000002	2.04	ɳ	0	0.8168585
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	7	2.04	2.05	j	0	0.6646393
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	8	2.05	2.0599999999999996	j	0	0.5490084
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	9	2.06	2.07	j	0	0.51756656
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	0	2.07	2.0799999999999996	j	0	0.41419315
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	1	2.08	2.09	j	0	0.24446417
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	2	2.09	2.0999999999999996	j	0	0.053173933
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	3	2.1	2.11	j	0	0.026870556
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	4	2.11	2.1199999999999997	j	0	0.026172962
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	5	2.12	2.13	j	0	0.051931307
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	6	2.13	2.1399999999999997	j	0	0.092978075
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	7	2.14	2.15	j	0	0.3415616
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	0	2.15	2.1599999999999997	j	0	0.4940133
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	1	2.16	2.17	j	0	0.45651615
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	2	2.17	2.1799999999999997	j	0	0.562438
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	3	2.18	2.19	j	0	0.7474064
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	4	2.19	2.1999999999999997	j	0	0.84500414
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	5	2.2	2.21	j	0	0.79846245
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	6	2.21	2.2199999999999998	ɭ	0	0.6501114
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	7	2.22	2.23	ɭ	0	0.59697515
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	8	2.23	2.2399999999999998	ɭ	0	0.4784297
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	9	2.24	2.25	l	0	0.31223547
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	0	2.25	2.26	l	0	0.12487666
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	1	2.2600000000000002	2.27	l	0	0.011591674
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	2	2.27	2.28	l	0	0.0046744645
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	3	2.2800000000000002	2.29	l	0	0.0050560483
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	4	2.29	2.3	l	0	0.005038455
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	5	2.3000000000000003	2.31	l	0	0.005678219
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	6	2.31	2.32	l	0	0.010214993
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	7	2.32	2.3299999999999996	l	0	0.016769553
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	8	2.33	2.34	l	0	0.011392962
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	9	2.34	2.3499999999999996	l	0	0.012263828
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	10	2.35	2.36	l	0	0.036749512
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	0	2.36	2.3699999999999997	l	0	0.34078383
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	1	2.37	2.38	o	0	0.6665491
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	2	2.38	2.3899999999999997	o	0	0.8106307
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	3	2.39	2.4	o	0	0.904588
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	4	2.4	2.4099999999999997	o	0	0.18223706
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	5	2.41	2.42	o	0	0.30425456
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	6	2.42	2.4299999999999997	o	0	0.54800445
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	7	2.43	2.44	p	0	0.57309544
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	0	2.44	2.4499999999999997	p	0	0.5360039
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	1	2.45	2.46	p	0	0.33677387
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	2	2.46	2.4699999999999998	p	0	0.0698385
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	3	2.47	2.48	p	0	0.0056021633
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	4	2.48	2.4899999999999998	p	0	0.00040058588
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	5	2.49	2.5	k	0	0.00031100758
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	6	2.5	2.51	k	0	0.0005821455
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	7	2.5100000000000002	2.52	k	0	0.0005181578
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	8	2.52	2.53	t	0	0.00029200077
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	9	2.5300000000000002	2.54	t	0	0.00059008977
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	10	2.54	2.55	t	0	0.0011155275
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	11	2.5500000000000003	2.56	s	0	0.0015723321
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	12	2.56	2.57	s	0	0.00091139984
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	13	2.57	2.5799999999999996	s	0	0.007046195
