textgrid.file	word.idx.in.tg	word.ortho	word.ipa	word.start.in.tg	word.end.in.tg	phone.idx.in.wd	phone.ipa	phone.start.in.tg	phone.end.in.tg	postprobframe.idx.in.phone	postprobframe.start.in.tg	postprobframe.end.in.tg	phoneme.postprob	voice.actual	voice.postprob
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	2	1.25	1.26	s	1	0.7037581
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	3	1.26	1.27	b	1	0.9258132
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	4	1.27	1.28	b	1	0.97148603
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	5	1.28	1.29	b	1	0.96646
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	6	1.29	1.3	b	1	0.9614931
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	7	1.3	1.31	b	1	0.9076849
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	8	1.31	1.32	b	1	0.9344003
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	0	g	1.23	1.33	9	1.32	1.33	b	1	0.98275846
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	0	1.33	1.34	aː	1	0.992784
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	1	1.34	1.35	aː	1	0.9896047
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	2	1.35	1.36	aː	1	0.9851908
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	3	1.36	1.37	aː	1	0.98256576
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	4	1.37	1.3800000000000001	aː	1	0.9809764
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	5	1.3800000000000001	1.3900000000000001	aː	1	0.97927535
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	6	1.3900000000000001	1.4000000000000001	aː	1	0.98180103
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	7	1.4000000000000001	1.4100000000000001	aː	1	0.9853329
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	8	1.41	1.42	aː	1	0.99080056
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	1	aː	1.33	1.43	9	1.42	1.43	aː	1	0.99055535
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	0	1.43	1.44	n	1	0.9896479
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	1	1.44	1.45	n	1	0.97780484
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	2	1.45	1.46	n	1	0.97791517
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	3	1.46	1.47	n	1	0.9844056
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	4	1.47	1.48	n	1	0.98774695
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	5	1.48	1.49	n	1	0.9904054
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	2	m	1.43	1.5	6	1.49	1.5	n	1	0.99042225
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	3	ə	1.5	1.51	0	1.5	1.51	n	1	0.988851
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	0	1.51	1.52	u	1	0.980075
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	1	1.52	1.53	u	1	0.95893097
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	2	1.53	1.54	u	1	0.9313162
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	3	1.54	1.55	u	1	0.8935683
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	4	1.55	1.56	u	1	0.8359086
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	5	1.56	1.57	u	1	0.79058343
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	6	1.57	1.58	ɱ	1	0.73736453
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	4	n	1.51	1.59	7	1.58	1.59	ɱ	1	0.8659595
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	0	1.59	1.6	ɱ	1	0.9557821
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	1	1.6	1.61	ɱ	1	0.95036787
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	2	1.61	1.62	j	1	0.955893
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	3	1.62	1.6300000000000001	j	1	0.9454264
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	4	1.6300000000000001	1.6400000000000001	j	1	0.96142685
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	5	1.6400000000000001	1.6500000000000001	j	1	0.9677871
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	6	1.6500000000000001	1.6600000000000001	j	1	0.97320765
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	7	1.6600000000000001	1.6700000000000002	j	1	0.9805353
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	8	1.67	1.68	aː	1	0.98467445
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	9	1.68	1.69	aː	1	0.9814587
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	10	1.69	1.7	aː	1	0.975523
guf_09152_00540916881.TextGrid	2	ગામના	g aː m ə n aː	1.23	1.71	5	aː	1.59	1.71	11	1.7	1.71	aː	1	0.968221
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	0	1.71	1.72	l	1	0.9660145
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	1	1.72	1.73	l	1	0.915076
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	2	1.73	1.74	l	1	0.89669245
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	3	1.74	1.75	l	1	0.9007363
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	4	1.75	1.76	l	1	0.92896575
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	5	1.76	1.77	l	1	0.9464326
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	0	l	1.71	1.78	6	1.77	1.78	l	1	0.96115774
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	0	1.78	1.79	l	1	0.9469213
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	1	1.79	1.8	j	1	0.9635793
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	2	1.8	1.81	j	1	0.972693
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	3	1.81	1.82	j	1	0.98143893
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	4	1.82	1.83	j	1	0.98361003
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	5	1.83	1.84	j	1	0.9762962
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	6	1.84	1.85	j	1	0.97507215
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	7	1.85	1.86	ə	1	0.9595361
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	1	o	1.78	1.87	8	1.86	1.87	ə	1	0.65611875
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	0	1.87	1.8800000000000001	k	0	0.2784189
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	1	1.8800000000000001	1.8900000000000001	k	0	0.08913791
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	2	1.8900000000000001	1.9000000000000001	k	0	0.0781054
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	3	1.9000000000000001	1.9100000000000001	k	0	0.060479067
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	4	1.9100000000000001	1.9200000000000002	k	0	0.043339618
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	5	1.92	1.93	k	0	0.027256493
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	6	1.93	1.94	k	0	0.029524365
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	7	1.94	1.95	k	0	0.0337168
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	8	1.95	1.96	k	0	0.022066649
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	2	k	1.87	1.97	9	1.96	1.97	k	0	0.04536825
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	0	1.97	1.98	k	1	0.25151443
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	1	1.98	1.99	ə	1	0.94912404
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	2	1.99	2.0	ə	1	0.9682357
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	3	2.0	2.01	ɳ	1	0.9580815
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	4	2.0100000000000002	2.02	ɳ	1	0.9788771
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	5	2.02	2.03	ɳ	1	0.98501056
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	6	2.0300000000000002	2.04	ɳ	1	0.9826605
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	7	2.04	2.05	j	1	0.97591805
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	8	2.05	2.0599999999999996	j	1	0.9749068
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	3	o	1.97	2.07	9	2.06	2.07	j	1	0.97802347
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	0	2.07	2.0799999999999996	j	1	0.9763267
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	1	2.08	2.09	j	1	0.9688983
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	2	2.09	2.0999999999999996	j	1	0.9593799
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	3	2.1	2.11	j	1	0.9472074
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	4	2.11	2.1199999999999997	j	1	0.93448526
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	5	2.12	2.13	j	1	0.932014
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	6	2.13	2.1399999999999997	j	1	0.9505089
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	4	n	2.07	2.15	7	2.14	2.15	j	1	0.9583929
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	0	2.15	2.1599999999999997	j	1	0.97749114
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	1	2.16	2.17	j	1	0.9853756
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	2	2.17	2.1799999999999997	j	1	0.9918292
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	3	2.18	2.19	j	1	0.992653
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	4	2.19	2.1999999999999997	j	1	0.9894978
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	5	2.2	2.21	j	1	0.9842391
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	6	2.21	2.2199999999999998	ɭ	1	0.97951114
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	7	2.22	2.23	ɭ	1	0.9834231
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	8	2.23	2.2399999999999998	ɭ	1	0.98577744
guf_09152_00540916881.TextGrid	3	લોકોનો	l o k o n o	1.71	2.25	5	o	2.15	2.25	9	2.24	2.25	l	1	0.9803683
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	0	2.25	2.26	l	1	0.9588416
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	1	2.2600000000000002	2.27	l	1	0.92162865
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	2	2.27	2.28	l	1	0.94706905
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	3	2.2800000000000002	2.29	l	1	0.95128113
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	4	2.29	2.3	l	1	0.965765
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	5	2.3000000000000003	2.31	l	1	0.9794089
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	6	2.31	2.32	l	1	0.98809123
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	7	2.32	2.3299999999999996	l	1	0.9854315
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	8	2.33	2.34	l	1	0.9815943
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	9	2.34	2.3499999999999996	l	1	0.97534025
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	0	m	2.25	2.36	10	2.35	2.36	l	1	0.97197735
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	0	2.36	2.3699999999999997	l	1	0.9721644
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	1	2.37	2.38	o	1	0.96144307
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	2	2.38	2.3899999999999997	o	1	0.96891785
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	3	2.39	2.4	o	1	0.950412
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	4	2.4	2.4099999999999997	o	1	0.98114544
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	5	2.41	2.42	o	1	0.97940516
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	6	2.42	2.4299999999999997	o	1	0.9420715
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	1	u	2.36	2.44	7	2.43	2.44	p	1	0.82506484
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	0	2.44	2.4499999999999997	p	0	0.5526082
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	1	2.45	2.46	p	0	0.3942117
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	2	2.46	2.4699999999999998	p	0	0.29540503
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	3	2.47	2.48	p	0	0.18029405
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	4	2.48	2.4899999999999998	p	0	0.1040188
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	5	2.49	2.5	k	0	0.06273289
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	6	2.5	2.51	k	0	0.062384695
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	7	2.5100000000000002	2.52	k	0	0.05358815
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	8	2.52	2.53	t	0	0.05848016
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	9	2.5300000000000002	2.54	t	0	0.09889645
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	10	2.54	2.55	t	0	0.16149805
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	11	2.5500000000000003	2.56	s	0	0.20982577
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	12	2.56	2.57	s	0	0.3221918
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	2	kh	2.44	2.58	13	2.57	2.5799999999999996	s	0	0.41916516
guf_09152_00540916881.TextGrid	4	મુખ્ય	m u kh j	2.25	2.66	3	j	2.58	2.66	0	2.58	2.59	s	1	0.6334229
